Accession	AJ_F1_1	NOD_M1_1	C_F1_1	P_M1_1	NZO_F1_1	WSB_M1_1	B_F1_1	129_M1_1	B_M2_1	129_F2_1	Pool_1	AJ_F2_2	NOD_M2_2	C_F2_2	P_M2_2	NZO_F2_2	WSB_M2_2	B_F2_2	129_M2_2	NZO_M1_2	WSB_F1_2	Pool_2	AJ_M1_3	NOD_F1_3	C_M1_3	P_F1_3	NZO_M1_3	WSB_F1_3	B_M1_3	129_F1_3	C_F2_3	P_M2_3	Pool_3	AJ_M2_4	NOD_F2_4	C_M2_4	P_F2_4	NZO_M2_4	WSB_F2_4	B_M2_4	129_F2_4	AJ_F1_4	NOD_M1_4	Pool_4
sp|Q9QUR7|PIN1_MOUSE	302746	315274	305621	338386	332060	350505	323114	318539	363968	306037	324472	311811	279627	268194	262942	365128	465863	284340	295792	389376	289154	324472	363063	336559	331335	266325	392079	273644	359481	303852	313287	322430	324472	410162	391728	323111	285166	449049	245175	269505	232500	360950	272479	324472
sp|Q8R3S6|EXOC1_MOUSE	306170	325329	257591	294247	314997	339318	305653	291540	317223	298149	303208	302976	243261	280547	325400	328843	351916	295456	273159	351348	285476	303208	254362	323765	276786	285236	324271	327242	307544	338111	234855	369318	303208	298894	299096	277236	311614	347400	303593	316051	287675	271808	322545	303208
sp|P60605|UB2G2_MOUSE	305712	373760	364380	321496	278731	402280	252945	365159	260652	306038	325745	299105	304092	336382	279822	300369	384699	262779	363646	301181	368383	325745	336319	301215	333122	317523	321242	366514	301042	308514	380957	291834	325745	286852	217680	348027	305398	286552	425536	305126	307239	303683	416253	325745
sp|Q69ZX8|ABLM3_MOUSE	164133	215409	258280	269632	248950	307225	255972	295797	263439	186112	246904	251919	364007	135650	178622	333080	175896	284665	221520	444670	144323	246904	217003	253280	238557	198048	309693	248101	232489	263990	233965	294458	246904	207025	209965	244427	245096	306677	322979	255709	239107	192437	243615	246904
sp|E0CYR6|NT8F7_MOUSE	236590	504139	34926	100985	383540	199266	136192	82978	110995	45376	187050	435854	4063	54658	36935	339368	161945	166160	95303	198244	462341	187050	262530	155854	40040	76853	313264	753427	57057	57539	73343	71065	187050	113697	9151	15735	30929	172587	740990	91883	68066	188457	400765	187050
tr|O08797|O08797_MOUSE	439067	381576	226670	259475	379877	381885	487122	294768	499956	425043	364695	398204	500662	238460	326507	379343	401278	351932	278520	347690	478325	364695	367434	355897	296559	246685	365504	464447	543656	475139	248283	303281	364695	460754	376399	265831	240650	261635	458954	439784	387979	437460	389236	364695
sp|Q8JZL3|THTPA_MOUSE	382778	403333	207685	320194	336341	258097	314480	379429	396905	347749	331055	354210	269703	214606	316875	344018	300742	382728	387510	446574	253716	331055	438147	363254	283126	304400	390540	281306	327783	338114	229559	324989	331055	416664	248403	246765	266340	385499	271724	365198	305363	387726	388544	331055
sp|Q9CYK1|SYWM_MOUSE	328772	268033	334941	567187	356789	288257	215202	362571	175618	395911	342289	332092	294689	352273	486016	358505	351348	221849	349708	300682	376748	342289	273955	308625	240490	507810	285174	362345	302940	364868	282103	448280	342289	299574	354791	309212	506848	309156	316574	215028	396137	362627	316349	342289
sp|Q9CRA4|MSMO1_MOUSE	408561	458329	140042	226321	349573	238524	397346	278089	353693	471717	321556	510543	281784	153279	94955	432477	356810	381070	379292	268622	280699	321556	534820	404542	319775	348786	266345	261654	445266	357464	125459	79333	321556	390303	99966	296890	226308	209319	356504	285415	393961	411598	450484	321556
sp|Q8CJG0|AGO2_MOUSE	333051	282965	340962	264184	343040	330621	357552	292274	309817	321909	316192	338502	301819	316710	293167	357361	346342	300886	298483	294168	317849	316192	314168	292854	286221	326698	310312	311818	337896	347070	332742	296982	316192	299765	328634	337034	317969	292349	313892	313579	333664	339958	287226	316192
sp|Q7TQG1|PKHA6_MOUSE	319718	270624	269559	288592	270188	301419	305861	253857	257637	333295	286240	318565	341228	249116	301229	262953	352977	233456	274296	273743	249854	286240	274679	293997	250869	297392	244892	276694	332655	306239	254246	326475	286240	277856	307709	283198	281035	268821	269832	253981	324577	330107	267415	286240
sp|Q8BGA9|OXA1L_MOUSE	332053	285609	439959	234885	282740	343280	159164	336192	215812	302958	297684	297249	279405	226220	237369	349607	362028	235980	337474	281396	306200	297684	332986	332585	272962	270531	281508	332499	236243	338061	295983	264719	297684	302603	337519	305804	274546	279390	265786	259324	309519	295474	350960	297684
sp|Q9QXG2|RAE1_MOUSE	365154	305780	315121	289768	368154	347762	391644	332681	387362	394588	344370	356422	262233	312448	329441	317362	411121	352123	351462	327275	379114	344370	287830	295661	358389	324597	319612	371892	383820	399561	354338	362043	344370	290884	284401	341162	345923	281557	417793	386029	411183	345750	342555	344370
sp|Q8CI75|DI3L2_MOUSE	365102	398219	241040	335545	375250	377680	384631	409183	413372	409408	364365	369722	350592	265918	326432	377968	388453	435707	357371	415020	338349	364365	404155	360437	318688	294168	377524	369351	422348	413536	285593	394656	364365	365146	388962	270031	301542	302599	381393	478435	422378	369995	436827	364365
sp|P61148|FGF1_MOUSE	395477	404127	311982	328621	441767	280559	471293	315325	292197	371906	362041	387600	278429	335561	325087	500145	320251	356489	328087	361152	463397	362041	390588	337482	304951	281626	389753	436129	386851	355927	361483	386994	362041	342580	54722	376087	319912	402409	430783	307702	362782	422986	434821	362041
sp|Q91VM3|WIPI4_MOUSE	297772	366682	365867	401261	281188	330130	292161	348674	324183	296963	334480	320268	248892	387249	430562	283140	334778	329500	357351	328925	306322	334480	305350	345095	381443	328939	412152	313186	294176	256606	359486	376714	334480	311074	138624	415612	356004	293919	334844	339260	310907	320627	407586	334480
sp|G5E8K5|ANK3_MOUSE	498553	197695	213393	171589	300692	442730	434022	209095	372067	400478	312078	485344	409851	190211	195731	278429	412290	400439	183456	208935	412304	312078	410697	274130	223968	251174	207622	464750	355510	452089	213397	211284	312078	388367	572151	170182	302173	206236	325174	303489	364850	417680	228091	312078
sp|O35239|PTN9_MOUSE	149554	110227	133875	89214	125155	96615	187187	100504	131080	110852	122581	133666	79708	150372	104533	132606	132908	92959	122736	119956	155136	122581	153358	98159	150007	129311	114986	140620	115100	102646	126993	85206	122581	111632	88515	118797	115975	109597	141783	110904	141095	158796	111719	122581
sp|Q9QZS3|NUMB_MOUSE	305195	294848	492710	387556	218129	330832	243281	248235	305989	294264	318720	304005	288101	362147	465301	235130	377020	278294	320774	226615	305454	318720	254436	252479	423289	346342	233268	261740	283980	317090	362608	455522	318720	329205	273330	367354	325833	277427	277684	327029	318992	334447	321726	318720
sp|Q9D8W7|OCAD2_MOUSE	164035	647241	305012	480875	135280	316625	154601	387981	425597	191779	325313	186771	247758	225881	545953	115293	292520	533642	463236	393287	107674	325313	436895	381145	449291	230597	299882	96329	134867	332232	186355	662904	325313	423101	100739	444646	200015	348304	160881	440764	237501	151789	634911	325313
sp|Q8CHW4|EI2BE_MOUSE	290887	322303	325052	387696	314108	374399	279283	342559	346396	290212	329158	319804	301995	312133	424185	301680	364257	308466	329682	336442	281651	329158	328222	299752	374493	339932	347756	287729	282193	280974	322387	427500	329158	326955	263112	383483	349764	345516	303588	325269	274938	324592	335872	329158
sp|Q63961|EGLN_MOUSE	459331	342750	403019	231915	405528	395152	400712	368132	289133	353784	364736	376956	307508	385113	304488	340534	438127	395710	354704	305443	403464	364736	318280	316969	354672	210853	321393	394849	507474	636831	378382	232055	364736	353145	328892	401446	204386	281280	413400	360581	460736	421669	427014	364736
sp|Q78J03|MSRB2_MOUSE	349752	45223	474170	324963	362356	361065	319948	430371	376444	413207	344512	345362	97870	462880	348691	330735	349814	384175	355679	373471	376219	344512	296329	121306	366460	348029	349937	379002	349898	419268	455364	359007	344512	336987	151655	392584	361397	388916	350463	415701	433412	384582	174278	344512
sp|Q3TWW8|SRSF6_MOUSE	267569	208321	235780	251777	728802	214716	295131	199408	201026	206871	287559	304008	189097	258408	286591	386452	310856	264681	268406	345963	269545	287559	214278	233223	307466	326821	254740	307967	288746	271266	318170	363568	287559	310031	206028	311777	273955	273791	291041	286276	246509	319112	304055	287559
sp|O70131|NINJ1_MOUSE	68764	149360	107813	91536	74714	73742	70184	46156	67803	26521	80667	86226	87901	103720	88712	80501	76057	63828	72770	78117	82962	80667	79591	85118	83299	69609	73798	79225	84404	69718	101606	86784	80667	79059	106700	101399	61283	59554	78641	78490	74622	82650	91805	80667
sp|P02802|MT1_MOUSE	310563	38043	413161	906857	210086	357481	63148	49176	17958	135651	287543	88234	120019	68743	100192	74232	1778600	24592	29648	19762	128084	287543	36919	1256405	22355	273602	37399	470217	68346	110066	342662	359255	287543	147269	1008748	101262	460045	177380	501978	108971	203534	378264	91973	287543
sp|Q3UMU9|HDGR2_MOUSE	419279	347007	354032	330821	401956	311860	387083	322700	367671	366170	360649	433244	337888	388118	380017	380763	367862	359371	310941	340214	356450	360649	339091	334024	331227	387164	315387	348297	361019	440999	347468	381833	360649	349892	364669	369862	366267	322451	342436	362214	392633	366793	371504	360649
sp|Q60631|GRB2_MOUSE	394025	290544	384922	312170	439191	304442	421951	286765	332695	359747	353292	399901	322624	394673	340468	463682	338702	350483	273638	345064	382206	353292	302327	366630	291963	371795	327520	372239	385293	429074	343636	341183	353292	358137	256285	350978	419818	359044	380138	338103	368544	360724	296369	353292
sp|O54833|CSK22_MOUSE	303574	310952	309961	309024	304862	261331	265314	260902	300368	271866	291970	265322	226503	253592	273341	243112	321562	251832	407982	278790	280253	291970	287778	225429	329128	332213	278406	257579	258580	311230	307412	314294	291970	300864	267095	300555	275823	288938	271921	273855	255958	332212	318135	291970
sp|P59326|YTHD1_MOUSE	176347	186272	419799	408174	240810	247832	216213	215639	185681	212636	262242	240058	199750	226626	273596	295782	321514	252706	255589	284363	247357	262242	268319	248226	278992	259847	280144	243729	268953	252660	258319	265781	262242	274814	194018	291166	273433	243743	235815	251745	245200	278272	283690	262242
sp|Q9R049|AMFR_MOUSE	252055	293888	237166	199341	264356	288373	275181	231539	254520	272600	253640	249335	235613	206414	192006	330330	309169	250048	216824	292671	258003	253640	287317	271006	257781	255914	288666	261281	252900	214005	219739	224820	253640	274024	108190	264284	245714	322638	263846	218243	223490	253201	277953	253640
sp|Q8JZM0|TFB1M_MOUSE	269653	324558	348445	291881	225177	336512	211994	273604	248536	280806	283468	275347	497959	370029	301970	194196	302189	188447	259719	204130	280585	283468	234274	412657	303458	338881	208054	257853	201421	246352	349927	286105	283468	260608	436399	317833	337307	196409	274906	200100	254091	268359	318116	283468
sp|O09012|PEX5_MOUSE	312323	383962	323802	382144	346687	261797	383081	348832	467596	327407	351461	333181	328880	304335	393718	336446	283168	443500	363243	468236	273534	351461	292571	333607	426993	350056	399491	264482	358922	356316	343988	413476	351461	342345	173864	350510	307526	371202	347740	495365	346734	333243	402372	351461
sp|Q8R180|ERO1A_MOUSE	284890	376155	409447	311627	308671	369412	335406	311415	302870	384594	338579	280911	333944	392785	368751	319109	400030	300274	325383	293114	355339	338579	258367	333941	470445	326120	265558	366252	304182	392600	338228	342819	338579	298471	217416	482502	317028	287751	365315	324536	362129	312894	344425	338579
sp|Q9ESD7|DYSF_MOUSE	65770	322512	315344	296445	150356	276890	204544	307754	231813	316904	247507	47342	332013	295873	323256	144710	259032	228404	320021	113645	317363	247507	62235	284475	209054	323389	143148	321197	208534	325824	266862	341186	247507	73610	533975	293442	296743	108639	299930	264185	340020	96592	322871	247507
sp|P58058|NADK_MOUSE	379866	313049	345226	291197	352073	251326	400021	296463	430950	336185	336225	401210	244632	518325	362153	361707	294606	336444	264485	313578	359807	336225	283642	342446	320789	349354	295944	328100	370601	322766	447351	325956	336225	324103	143862	381494	394773	273940	342329	331551	361431	366726	338663	336225
sp|Q5FW60|MUP20_MOUSE	38304	516134	42020	469912	41527	1023777	108294	171940	1120151	41938	328018	32736	67656	62431	1230737	60978	305607	827319	358157	126866	58861	328018	87793	20678	21215	46605	118485	24439	60399	121967	37888	2767331	328018	51572	4608	4528	46474	90666	22560	2218476	54823	40785	1051019	328018
sp|E9Q238|KANK1_MOUSE	289275	278863	254297	243366	291907	282836	312818	292516	332241	280354	282264	302281	202866	251191	229005	311609	343690	287755	298947	269661	277076	282264	317526	242391	298683	264941	282179	271653	297030	276872	295646	271593	282264	288744	187791	291328	295214	270386	260804	276913	251901	352620	279112	282264
sp|Q60992|VAV2_MOUSE	359206	300659	286690	231551	302773	290686	311659	258539	306751	326560	294633	364184	235522	256897	217003	341497	369168	264841	262106	313789	322308	294633	354312	279356	252348	226430	297901	323542	332624	308584	278524	289450	294633	339561	203906	256152	231299	273112	314200	288592	307330	394229	300899	294633
sp|Q8K1R7|NEK9_MOUSE	363035	336481	334659	365730	391163	324624	357904	334775	331756	333763	349335	355281	268842	334275	370048	402372	368303	323784	344862	389472	334381	349335	356283	305200	356914	334067	365033	343480	332087	374380	325446	392638	349335	356540	186940	383757	360260	354542	354903	363509	338264	362722	349919	349335
sp|Q80WC7|AGFG2_MOUSE	128364	110084	122590	95256	97967	101325	104552	100188	111017	113429	108381	98615	102957	81469	126919	116913	106737	112925	97424	126475	120374	108381	125741	122762	104377	84808	113850	107318	119091	101901	121153	88171	108381	107704	96437	115907	92811	106060	96661	111115	111692	114439	123267	108381
sp|Q9CYH6|RRS1_MOUSE	319283	362363	316626	383210	254110	312270	283376	297399	236573	305674	312204	299295	407716	340090	421921	250926	345788	221921	298686	259233	292499	312204	251965	356273	308313	401175	253247	285067	260751	295085	331104	370093	312204	295626	359996	307584	333785	193804	319928	321672	341196	365579	306421	312204
sp|Q62241|RU1C_MOUSE	293282	242712	327504	307837	255013	286930	276224	230524	287728	298583	281623	324271	256315	314495	314415	288588	356954	232371	241574	232349	267806	281623	260818	243063	301887	283674	229152	272116	274522	388954	267740	276053	281623	283740	302295	289229	347986	282785	262743	227756	291417	268590	251146	281623
sp|Q8VCA8|SCRN2_MOUSE	347324	351328	249232	261001	252687	310333	361869	338690	359684	437084	318330	322366	265323	194936	324465	278607	316881	308926	432442	328171	304006	318330	297836	266231	330631	294528	310084	323944	370839	385304	270458	334381	318330	334446	214389	239555	275075	270156	350163	397223	420215	369504	323037	318330
sp|Q8VD66|ABHD4_MOUSE	267820	256800	223720	283040	234252	313393	259763	282033	224551	280626	262478	285695	469389	194019	182229	273357	251076	227617	248366	299751	227979	262478	265117	373363	229248	245430	262900	268366	239017	297682	218439	222635	262478	261330	227088	254921	235900	235554	270239	290004	267999	299075	273453	262478
sp|P15327|PMGE_MOUSE	149292	302768	102580	222053	488741	632803	296978	403601	722799	170947	328826	135631	294946	321156	379671	397600	259436	318811	271944	260326	678502	328826	116007	237515	537064	329758	191746	460390	360432	539035	243098	291687	328826	193650	796622	180165	454070	196427	296095	684293	201824	239453	343457	328826
sp|A2BDX3|MOCS3_MOUSE	295331	308882	334057	381776	355263	228132	310151	324721	296248	282323	317017	323827	232777	376473	349630	334432	284107	330375	303094	345668	317863	317017	282268	278369	326178	272738	363964	343533	312813	335770	315009	358474	317017	324558	215424	348370	312224	363371	312724	314816	298051	292516	333023	317017
sp|Q2TBE6|P4K2A_MOUSE	323407	351281	420671	304797	342417	440415	318728	351354	345709	319592	351667	344578	290730	395800	284918	389367	419000	347486	345442	340582	333357	351667	348379	280185	464211	316711	352336	346682	365512	311381	445535	311863	351667	378424	266440	450222	280364	349175	375253	345597	314955	365781	336940	351667
