"accessions"	"AJ_F1_1_tmm"	"AJ_F2_2_tmm"	"AJ_M1_3_tmm"	"AJ_M2_4_tmm"	"AJ_F1_4_tmm"	"NOD_M1_1_tmm"	"NOD_M2_2_tmm"	"NOD_F1_3_tmm"	"NOD_F2_4_tmm"	"NOD_M1_4_tmm"	"C_F1_1_tmm"	"C_F2_2_tmm"	"C_M1_3_tmm"	"C_F2_3_tmm"	"C_M2_4_tmm"	"P_M1_1_tmm"	"P_M2_2_tmm"	"P_F1_3_tmm"	"P_M2_3_tmm"	"P_F2_4_tmm"	"NZO_F1_1_tmm"	"NZO_F2_2_tmm"	"NZO_M1_2_tmm"	"NZO_M1_3_tmm"	"NZO_M2_4_tmm"	"WSB_M1_1_tmm"	"WSB_M2_2_tmm"	"WSB_F1_2_tmm"	"WSB_F1_3_tmm"	"WSB_F2_4_tmm"	"B_F1_1_tmm"	"B_M2_1_tmm"	"B_F2_2_tmm"	"B_M1_3_tmm"	"B_M2_4_tmm"	"129_M1_1_tmm"	"129_F2_1_tmm"	"129_M2_2_tmm"	"129_F1_3_tmm"	"129_F2_4_tmm"
"sp|Q8VCM5|MUL1_MOUSE"	381342.294046641	394521.385751983	474473.27977778	394842.393647928	384309.976411233	411260.582837155	404177.781749595	456801.660640506	391728.408186268	409745.39177158	416110.100863487	382823.106434397	345443.91373793	413788.572823963	408312.859254982	388045.595635296	339265.924402659	387352.995563297	366107.806342876	366583.251577483	364088.031388382	412645.794792146	385814.06881293	389036.270404971	394882.334313728	434752.877037979	396452.198477414	442603.210909851	430134.528372437	402942.091483008	380448.654308079	328230.59157837	403028.332484225	313112.084407575	351617.381557566	405250.375410883	371596.36976002	363751.591096146	322387.523385917	396344.668847949
"sp|Q9JHU2|PALMD_MOUSE"	437686.335309072	374974.15426877	380462.879556213	330521.561413044	411432.357756828	455984.669425992	704233.88606402	486002.488557916	699084.561247738	428625.344464573	478138.227256039	438813.24965862	435643.72786364	432256.055641313	420896.902473051	392330.179799165	398834.650184828	408499.468370498	378552.536049282	404671.594834251	352953.627317105	383238.415255788	396894.553247564	407383.186213784	343249.140937916	367421.285688965	305667.173200605	489841.952179911	410129.081019766	447249.884021441	448502.436618597	417473.079734954	428119.93775518	446917.931528064	394880.601257598	377287.304368539	458071.168081869	387174.529463102	418632.774182748	450769.738910359
"sp|Q9CY73|RM44_MOUSE"	392123.84590321	370103.923249797	381612.125975734	373168.334064533	393441.486953932	475085.91018286	645620.522438498	577301.027750071	746570.049879738	481730.045210167	379785.76029938	400897.184584774	308901.351863537	340393.092663821	382676.310118401	401295.750532437	363618.864294401	456202.775519024	368347.360436345	279288.485733324	326598.041525498	348722.001763791	435657.067901048	385967.053390389	393875.890944514	521017.317668473	403603.57958958	389015.171053642	458669.993693798	400567.470254397	385891.715510561	472787.934713502	402644.414944309	379247.854310532	431528.862753927	332910.146296978	360470.522838636	346756.543637372	373454.761090177	320894.661762017
"sp|Q9D773|RM02_MOUSE"	370296.248368403	333036.16060283	362611.251839652	352791.029856284	356509.149503229	426460.893758569	585455.82697939	475700.87299909	734881.697184321	413383.343765729	404180.203431359	360617.207382268	317198.404802704	433846.92130577	354172.230571098	371370.402606687	333581.95598764	394331.10935675	361062.593961518	345478.968157064	297234.406448893	333062.086193769	391207.930723849	381999.628536489	321671.7285425	482010.652776453	449122.500953928	378087.863322256	403102.492799909	375415.828772736	331838.523767765	389481.054274751	373598.459012218	376059.826620276	387906.277096239	369382.024299221	334599.393744311	297769.064734274	305722.090556197	327176.659972735
"sp|Q99JF5|MVD1_MOUSE"	432887.241855925	527091.995458247	533156.355839456	368908.267049205	382462.82874914	361369.120418244	125093.958894644	477390.229027596	89600.8977003564	355947.561313431	186220.273078729	163862.730323252	246916.647578245	187065.13894173	309507.630762096	351594.776477672	88106.8424857194	407548.917548315	121246.704599998	581733.458380476	772584.860998342	877879.099928989	446621.457609919	482987.789706994	337023.045925132	184275.780766415	412204.809888196	520959.144775801	567642.022981892	666414.225484993	693060.768218633	406320.14796742	555819.212451084	665904.426591602	412904.419161935	272473.43481953	522812.061358883	359096.202415363	435831.794477285	518036.331674166
"sp|Q3UVK0|ERMP1_MOUSE"	357273.356274887	391029.195633011	429747.673787139	386873.527787342	373821.574743716	586577.542498984	319019.283891058	411585.988933953	266377.897377325	554461.673183613	246863.670377139	245957.418495468	328664.563375609	262335.352977578	325977.894328811	326337.269123181	382599.033768944	359816.316059891	480525.879097673	314580.256888525	406629.45936079	426044.737033991	563298.676041196	592986.60861103	442598.751622106	403572.619171458	411779.822845418	344442.411393851	437743.849240172	469119.168285107	513691.028353154	706635.85194116	707858.859177674	425106.483660452	674899.363026935	402163.063829696	419293.975177396	391291.176167574	470883.879666092	411697.340119701
"sp|P51910|APOD_MOUSE"	166778.048662638	161598.839459639	162645.43950011	91719.4488298968	95595.199408905	201209.073216953	307291.967121975	140333.852210526	1908840.38018244	120398.001666429	101605.985172122	169826.784137651	154857.738810682	163142.972969702	55389.2212612461	99037.9050840411	122343.469566805	115729.815138176	132337.374273803	130853.674675361	251487.277048209	220165.591242059	143509.233353666	157043.475179086	71578.7006320785	220292.025390528	154709.782063143	233289.475252237	253513.281060349	66244.5777025299	208424.093777272	253232.560154254	222598.50248832	296282.870560146	138252.929293879	270760.197194657	137769.459121324	161544.454743641	286975.9489351	87155.6322622838
"sp|Q9CR00|PSMD9_MOUSE"	467165.641144049	437256.990259625	502576.185556468	460786.622362289	452390.01020157	455522.081286213	962029.190179094	522379.675748311	858313.190938915	396507.397459178	183044.125113511	435790.015099518	306266.130332365	243397.431322503	228136.525437248	375130.158075479	376896.645534739	414572.488076091	393643.229110355	412784.520687049	465986.069671699	447831.762695701	454148.433916827	497826.591488832	563113.214413725	425538.650661628	389423.148390354	427844.811203827	482567.152930372	420176.985567798	555995.136727857	713801.658186842	462912.205406341	540174.514897987	590910.693339079	528429.291581069	600824.217224941	355923.382302975	620460.585875032	490272.355019767
"sp|Q6NZF1|ZC11A_MOUSE"	457538.066035347	455270.502582166	478601.372916699	462752.354413571	451347.7325239	452037.382143694	429004.619710768	407333.797070508	614858.269094645	425773.526876049	405518.311990097	432521.544758361	412629.713150533	433883.031749604	406996.931176529	460685.325218317	434255.962478799	487671.967616222	430549.971312503	500985.775261196	443934.58055235	464235.845778862	417268.672859425	417170.58959018	396977.733109751	468115.937608992	485880.70860915	468750.338241346	430838.108915658	410340.996151197	439395.295224635	398705.539652947	391851.143997801	440655.26838205	374756.107628874	392943.140295837	427043.513610888	395470.539018144	404813.141165388	386307.296439988
"sp|Q3TZM9|ALG11_MOUSE"	447664.60963317	447820.048539133	526009.575438595	449008.90542629	438875.142981114	528909.864954226	455838.348105271	601467.302394679	404414.740269619	532511.586622575	373332.287887855	290418.464769073	330278.565315573	324095.245680153	430870.252120271	257549.31699595	240510.487499309	285697.595521267	272046.534417184	366031.64774833	464875.87429976	516859.680923013	439920.268134964	515764.21031632	398354.971404464	577087.940657317	533877.965926587	532419.246720401	607754.307023157	516838.274985643	416687.00807071	387490.496884821	424299.439425527	521315.27901172	418410.995844554	535971.840717848	568979.697518715	483839.645136055	509273.003920581	507205.584882227
"sp|Q9Z315|SNUT1_MOUSE"	296831.619990101	328229.354060427	296142.925144047	270222.436468707	303768.933941196	240461.008420935	246849.734748946	261319.184104484	289029.313893254	284212.552050976	277061.874203836	316309.936004788	265917.981776691	297663.403861674	236591.940502744	314343.062663975	281642.913204994	305178.331552932	281357.609655488	304341.975780029	242596.863976724	288469.9587343	272271.407977273	274248.370612203	375937.158422407	245169.756303074	329514.473850487	307968.123774911	304655.495888359	284030.69182593	351892.855569881	324445.827703606	268344.871406765	298470.437561958	237651.938053569	263442.049397499	383447.527905226	261541.751228082	303497.397845742	310805.704543654
"sp|Q80UG1|FADS6_MOUSE"	467913.081091947	410337.143863713	503800.005299211	480727.424193881	476420.30110341	383583.214414225	408827.354351329	345808.979625642	191007.823670217	340407.945596765	215982.029339937	177795.941989753	242345.383696487	202688.924307167	241994.171561655	403602.367591154	372672.690156223	367352.032461043	430781.385527114	333419.801289965	352208.252567831	452976.139699458	437007.804797326	354377.696095982	489486.992352377	287893.794456305	337462.365859459	372176.863371883	406020.25257813	314202.586842664	474419.296727084	491564.490908498	481673.321728569	462824.955432986	352993.268637017	241157.664310328	343549.306994228	258654.75224053	277833.440609349	311798.196295783
"sp|Q9CSN1|SNW1_MOUSE"	381211.026742554	392134.319088382	372878.874739747	369068.154436609	375501.764962997	348303.224708948	366527.853785494	343779.23878048	466645.883531501	351647.807503338	383459.855259769	407584.884969171	327301.353967811	410335.01009841	354304.01576609	442185.872139763	384719.251903627	424869.953624797	376534.833599573	437219.186366281	343468.291127797	367349.751624339	327437.602621498	325087.955008376	301844.386702052	352128.060685456	381588.525849074	401561.972138778	363466.431397069	385078.532295693	371313.481699537	315873.507831623	342014.49685679	362108.567892663	329218.58595525	351776.253443612	395218.32197374	360161.348765472	392499.222334461	399856.562740096
"sp|Q9JLI8|SART3_MOUSE"	471778.609315281	465500.101871228	474418.115949643	473196.041614169	487469.409558637	410554.371519283	333230.058463587	368166.50172144	484775.842412301	409009.186201181	454427.221334564	414051.471123846	373518.427764861	396618.056780977	357729.468900132	503942.737721942	457265.225034158	455211.818710776	430343.419782106	484739.164271708	422459.331014894	431799.763369109	380763.443482529	393630.399364941	438537.324787033	428542.677001603	465099.83898861	521295.910929436	490508.293442945	405199.845481022	377867.78033714	353617.962175051	396687.467385772	430500.140832352	383068.969037007	429452.930853176	419898.231652782	438237.809988659	485967.37152869	436682.958885865
"sp|Q9JJK2|LANC2_MOUSE"	322677.564400762	408451.707151159	398626.08074651	405555.829508258	409632.498618999	407678.237157669	347597.845951561	465452.67167303	348073.033191633	353045.81488968	246218.918291757	245977.519789079	271584.563043251	265378.660938462	223743.364958963	250780.139183124	248619.085797658	321471.035284055	263606.609383471	302572.493962494	346958.178971033	318970.027508288	341825.272461368	354831.903469274	390600.875325061	323965.435230977	314284.714302569	386458.764102316	397363.241905859	345707.372773889	431131.092497674	563508.063609969	499085.538586227	432932.554782991	467023.317256997	394306.967615638	365048.223409746	383019.841817554	358529.369217154	321720.018728444
"sp|P11438|LAMP1_MOUSE"	438062.504299888	399121.582257078	449805.85462918	440934.101910246	393267.774007654	438369.825954088	457672.745476561	427909.797402829	545698.976408364	467275.157913716	403222.002639854	368120.015222593	380107.431564502	323478.358931325	358317.211631078	372215.791410321	458815.398238254	419891.936141569	379586.249958352	355979.211657541	328438.861486765	334035.001768334	341948.433822613	389769.126346597	377862.439766347	430004.357886534	435876.316324221	370327.162707141	484734.221968882	463646.55796953	402383.079716644	527150.0870862	376136.465235556	403618.153487604	474425.650311744	466780.403004204	448675.691976365	541308.197631858	494235.624554943	428952.459199067
"tr|Q80ZX0|Q80ZX0_MOUSE"	431764.612523958	391726.864875271	424003.48479428	395595.728086743	414615.164961417	425000.141018668	555616.738696299	521976.450657812	572045.858549002	440695.395631383	390297.203143668	386411.18734397	367013.021475942	400301.322052027	374452.721563802	356262.617048931	308652.184916138	355470.652258583	322478.576831981	381481.497651263	456165.413179617	490332.759808223	386837.72143836	424602.238769817	398167.536606958	386875.053158159	425300.572664808	451489.816277418	462259.585839345	427413.686579726	397967.162305545	492286.781737959	390976.434575776	422830.611201686	404116.104478364	402266.554858472	495881.957532442	405992.457692862	486296.746506972	470225.466001461
"sp|Q9CQF8|RT63_MOUSE"	288310.020898669	272793.478608281	276425.942794557	282609.294923591	283905.823606189	313703.80177648	403184.840918119	409840.076658987	555421.92071734	330719.793569289	368245.689897337	329439.095926846	254322.627050852	316698.623101523	290255.449064616	322145.718176936	268737.40620504	351759.362438498	292305.797023603	295570.684066629	248190.124628268	287660.013881609	344766.002340931	275448.702906565	315658.535011665	337027.264415468	304046.060579005	349577.341282712	343043.137084231	276691.228249166	266244.48053661	442901.523735253	317081.646676665	287979.147193174	290758.352846584	245960.262843691	236833.951280518	248991.325073862	266211.209232815	258643.144265463
"sp|P52633|STAT6_MOUSE"	410089.83364167	410340.987771384	435231.366924907	440879.171274083	436994.217801688	383392.85298357	362177.932592814	315243.470427919	285835.100954323	398006.241512742	462015.457416361	471697.96094162	495026.459627706	461033.070173222	457761.165448594	429679.982983619	430524.494897457	337165.730421415	431540.653652739	381673.27389294	344749.58835511	378792.063452351	343741.340196147	348857.800647077	405687.339189479	355337.149968729	422279.449422542	349367.239413728	345025.861875609	340048.379375031	446550.262746087	431020.290396264	456736.321088554	461397.016055197	423077.706019393	381736.393942224	388381.271854089	404749.444239888	413823.899499826	400538.513933607
"sp|Q9JLJ4|ELOV2_MOUSE"	346461.436609163	381999.856514174	266656.837452442	344005.070782765	368013.771906476	338604.655032077	371355.44807305	448510.933844688	121526.054651101	374703.181416743	341411.108103761	464909.754089168	273437.007883116	390034.922256493	292280.323775978	283931.312806948	406477.905682698	373192.717746762	346418.47295922	452618.620865474	266025.034691038	276578.986545465	268600.79560443	223936.48332163	235122.692127066	269401.198792428	264504.142485798	264602.695907705	242664.622116618	272301.65476887	440069.045489352	399904.682680499	361173.01971358	371543.203191305	372798.774505575	333357.92431257	401142.883779549	345924.783601428	418760.759888595	419594.9745922
"sp|Q9EST4|PSMG2_MOUSE"	337795.835325934	352241.284303337	352316.04702549	328326.297774936	305534.050489769	396650.096452178	382385.052520683	435523.943916927	305437.136007121	413081.812760831	296417.331806987	302333.506557024	334984.725180542	297379.535650425	284104.832007872	281292.000872159	301246.448139346	322490.276282549	319658.574687814	362195.134377462	485599.849023963	456328.820513929	410796.644277934	399099.260277521	432817.507460989	362839.926851487	323774.883383627	356562.977108416	404497.364269876	414887.735907124	339825.417693348	389932.861714539	372738.276199811	364868.113422472	361691.741831174	369616.672275355	403641.291024581	370585.594753645	396098.820311404	420373.905229265
