"accessions"	"CC001_F_1_tmm"	"CC001_F_2_tmm"	"CC001_F_3_tmm"	"CC001_M_1_tmm"	"CC001_M_2_tmm"	"CC001_M_3_tmm"	"CC003_F_1_tmm"	"CC003_F_2_tmm"	"CC003_F_3_tmm"	"CC003_M_1_tmm"	"CC003_M_2_tmm"	"CC003_M_3_tmm"	"CC004_F_1_tmm"	"CC004_F_2_tmm"	"CC004_F_3_tmm"	"CC004_M_1_tmm"	"CC004_M_2_tmm"	"CC004_M_3_tmm"	"CC017_F_1_tmm"	"CC017_F_2_tmm"	"CC017_F_3_tmm"	"CC017_M_1_tmm"	"CC017_M_2_tmm"	"CC017_M_3_tmm"
"sp|F8VPU2|FARP1_MOUSE"	936317.798407547	801949.201439819	862252.706577712	805763.714682076	790851.706930744	754467.865345019	953054.018948954	839546.266527362	941816.153361844	1119628.22289406	1078698.58956171	1087590.987252	792133.40546102	842453.423604782	807086.446508696	901393.351743807	990727.34842683	940131.254540547	744790.890242064	878755.326463917	798886.660459325	1038105.72250906	1031515.96675937	1089314.30720523
"sp|Q7TSI3|PP6R1_MOUSE"	818960.633465925	815998.684488682	870194.638761148	885476.56812549	876352.272590932	936444.382611882	1021919.60821768	1026562.75134046	948847.787253453	850525.837432949	880753.212215592	921479.710390866	937603.591601319	930922.896104588	909966.5637766	909833.595389487	866954.255055482	875314.042594705	896215.793798214	1032327.28394175	915974.561986824	873041.103627938	847457.860898314	884390.795771273
"sp|Q80TL7|MON2_MOUSE"	861725.145931824	869229.192453023	1003957.82763479	832485.510985022	831846.209801503	810914.294727956	1079942.73029893	1012048.87743053	989257.430124217	1016885.49143764	977315.589706948	1065866.36558099	904891.490057319	923297.829883503	914046.169955568	876739.913668067	915226.125170559	860359.509822889	793808.824455815	951261.402518227	770918.168863416	922659.374374741	876339.472433974	914434.946933849
"sp|P41233|ABCA1_MOUSE"	980973.422691762	1158723.10259638	1115474.99466111	822675.641713518	694923.098621096	795797.47699595	1194380.74464791	868371.593761836	950721.591590866	1084523.57937995	1121925.1185222	1002221.59201959	804349.773740751	909194.354513374	901094.12624203	748284.015767851	797467.847577377	826623.849228234	786738.271936023	895303.126145234	805550.287134614	869693.307462537	892255.392883832	853934.531464892
"sp|Q9DC29|ABCB6_MOUSE"	1027357.81048523	875974.102882613	910807.57485678	1050512.44599255	1057665.21211463	1146361.98691502	902381.03047772	1033984.48620655	983307.800023683	836640.803615159	739450.376191616	886889.503467576	904877.585943535	950118.220121753	916889.658599662	794968.228764456	803418.770068145	767105.703668489	911603.951362087	1090989.45624326	939814.771532243	930834.271654073	893935.412235111	807037.860575005
"sp|Q9ET30|TM9S3_MOUSE"	962567.060160423	883398.269425558	917779.251710817	646341.17977281	718414.186822848	706412.121410898	1078311.43706832	1079552.43337743	945187.332268739	979302.774483611	1006382.85464993	1040744.27097763	903387.70667426	874463.250325986	896544.962725366	776423.553518999	807901.129922441	754830.702642473	764636.779299281	893521.506115287	879795.818872291	957905.552212191	775171.273381749	854428.866695782
"sp|Q9DCC7|ISC2B_MOUSE"	1331397.82012648	1194630.24385134	1344349.99787614	2054999.49756943	1897089.05470753	865665.868345266	84666.6911267195	673604.838054015	574396.593520794	104231.810535875	91234.369311211	693595.699562555	635721.751320227	490276.204954429	689221.280038428	932344.618960531	1144802.57057633	1147019.57851892	1413054.89431733	680513.749611608	778907.627838249	833623.087271207	1082313.42575904	1186788.59144463
"sp|Q3TLH4|PRC2C_MOUSE"	924232.196709122	909208.133078	950852.136528681	937632.33784146	932410.333132851	880178.723911716	948663.099160199	906287.830846572	903318.328672052	885651.899845638	905615.117236018	949630.722989356	898191.846308043	896724.458854922	903693.947047186	892206.953353216	967224.448401345	916179.189743366	905196.497097063	923522.598580593	892439.153855516	901066.486236753	874736.043662949	880475.219550939
"sp|Q9D2M8|UB2V2_MOUSE"	915569.684509094	911284.208846742	835896.974040296	962490.068664167	913580.35285837	1115825.32545099	910904.737194921	714845.647789751	838312.801851314	848792.76916099	935338.784010392	744586.14392749	904785.604883121	946299.079501486	866274.724107009	932448.757088886	1018927.87953645	922342.621208752	884781.626956723	824687.173167762	1049605.74874665	873652.682049612	1002555.77527773	831767.657328421
"sp|Q8BTY8|SCFD2_MOUSE"	1051844.8551379	1097574.16882642	1001154.2298881	1034689.56459052	970387.005888264	930773.616742552	1049797.0700765	842593.173244488	1023072.13472085	973587.653588924	1089190.04835981	1135269.00982395	775530.824056164	856593.49441338	789463.928251383	750619.540782408	766832.490731109	675447.413760449	833096.326537503	905582.704807668	925202.613280483	837247.880806165	795850.730050242	809758.208407467
"sp|Q8R0A0|T2FB_MOUSE"	921621.832685192	914545.946249388	958559.638183811	991400.529484467	856519.903514888	919221.011721121	1001181.16099721	931964.511174408	976598.820218872	917023.136211827	914249.818207443	978119.196560131	756281.11329635	880775.96346196	829230.937880046	883333.980397479	910311.25690927	864856.242035386	769688.090681973	955896.652681402	804132.906707156	953472.601477163	907095.066478697	890494.281674774
"sp|Q6A0A2|LAR4B_MOUSE"	911861.255558401	806594.67791245	806680.232198245	851819.771547507	663741.342295006	623889.782267666	1073045.88153983	793201.490617825	1063369.59039477	901332.396118203	1387465.25716268	1118820.30237815	710322.669505417	679341.455106864	776252.52992816	652230.241532797	774352.239170882	663107.331128463	795156.411231634	808862.003778738	842327.862709379	813992.015628721	710119.014309145	847634.51471909
"sp|Q80UU9|PGRC2_MOUSE"	920986.214456976	889802.150307177	925313.56183279	965359.651031365	947904.704714468	846789.438378537	881514.847408856	828011.472541554	944353.809211176	941743.338941084	1054690.5554473	1087251.69722296	939104.166342736	953140.393415352	875927.317040069	916342.733936551	899982.169771345	842259.70506255	860896.186111993	877483.670754357	935456.003606772	848599.808847443	831992.531784234	806403.146171043
"sp|Q9CQS8|SC61B_MOUSE"	1010812.05796868	1015447.71338238	1005236.19165853	801949.94032744	773580.761154014	782725.562305456	832199.052326874	948894.714585221	1018329.67594506	967530.761573438	935033.438311667	1077766.2088638	917170.961622683	942472.823101518	796603.500510755	863684.227731714	886949.90508971	760538.562866069	960109.588698364	810305.094302386	908231.744438958	1036224.32460472	1049275.03454961	959341.24169125
"sp|P28651|CAH8_MOUSE"	784425.70437588	704376.443291534	885436.45053825	1069719.82745258	1026354.42488962	962576.717903216	747926.213399388	1038977.17404808	748496.28835607	625741.015644191	654812.936706748	788529.232594811	905639.103559992	937178.683002943	972999.145992673	1029728.93471903	944981.720598055	954872.238292774	1057434.23077196	987427.638107869	907290.414276649	892840.955029652	891437.763572552	905464.717774539
"sp|Q8BKE6|CP20A_MOUSE"	870893.397712816	926647.356400938	904398.531270677	800132.397184767	914255.365742827	835326.696239869	955345.280729631	834789.912667724	1039134.37437515	1102633.72375651	1001163.63730257	1041250.00517186	980176.918459548	933636.041251112	891946.647327027	840840.568779809	853175.913371784	807240.716550172	824615.085956358	910279.801707571	888627.520623926	710845.740653695	713151.802350619	688043.449103643
"sp|P53564|CUX1_MOUSE"	393980.972863025	377280.521756178	393789.703433716	330348.775107815	521166.464467484	354453.691891736	299352.508943725	314919.799933019	527007.238105722	645409.152078243	344227.908043605	393848.048620237	352354.842862846	395445.22540069	342991.242385753	367142.510188784	282585.265551078	333169.011362411	348242.091191109	355506.978046306	415852.52438052	323694.757647196	466409.777307664	331082.274273896
"sp|Q9JIX0|ENY2_MOUSE"	974443.084950783	973005.885391788	962031.123721341	959535.900228665	1092884.24929468	1018657.42625165	925511.863692177	889555.808846577	930491.736648749	805791.07086654	772320.749238478	848881.703987579	819401.511685127	736437.45489885	779738.130388169	780722.537225448	763324.257766201	742484.518609927	662442.643106396	904367.470682491	794922.08800228	874712.023244299	726898.319481863	769976.756175579
"sp|Q9ERI6|RDH14_MOUSE"	870704.483316814	918045.002844319	862941.645273143	919323.683357157	872246.743988783	968440.793462214	779500.918425796	792077.049565	757135.629680175	731715.207016624	699841.370973195	731474.550540948	886865.341310463	895847.184871613	921705.497219028	793879.328140786	798068.444478906	757902.75782428	825839.67870105	790814.691989391	792242.420446418	794413.563558229	761014.946912004	795846.632356018
"sp|Q9D1K2|VATF_MOUSE"	989207.925713346	1019865.21393801	893519.041038669	956911.617459548	1008333.82025384	1137492.72936963	901973.872460944	820544.166548903	992350.458956285	913036.427306799	858695.185213098	815067.931659056	818571.543046966	868221.694987036	808066.346788033	945978.625376679	876474.354877599	938485.910189616	735568.476934219	832962.700554123	801988.526440387	931758.589041376	970324.071868119	878854.842810335
"sp|O88746|TOM1_MOUSE"	750867.81692766	891579.241266739	784697.346658215	792758.606680405	906468.724222595	945233.181529688	974171.238442104	846972.240568024	936069.572815932	927792.185914638	1012004.32381598	909501.217667358	808642.936258247	723377.966065057	825345.847658343	860820.934726855	822984.860616337	840831.977331581	883520.67075935	786614.539044248	817500.010419295	853637.388249353	811292.186775672	834231.311815838
"sp|P35951|LDLR_MOUSE"	893839.609323088	770010.149199192	1052262.95563676	607517.231747334	601606.033050841	413332.68861276	769618.244210339	1151590.84631305	823173.093278519	1045426.63942205	961295.91102804	941427.403419203	986989.934213522	929089.058021288	1056707.93783817	1069601.7052814	921585.964700667	1100177.09262194	782184.284244407	876677.493115958	699623.717954943	1025977.40757533	966577.101532852	1038746.72093951
"sp|Q8K1E0|STX5_MOUSE"	973719.897028586	981120.519978433	1025239.3353085	852507.033352473	810037.855141099	802780.658920537	899659.547263195	892252.983662259	866078.669487391	1049594.94333677	1074433.80607502	975146.979324568	859074.22649865	929746.75937378	863747.06244729	859357.94568094	849857.394321762	832990.660712278	930478.722330063	873431.081952986	966293.721235164	865874.913615523	858097.983456413	879539.692633251
"sp|Q8VC19|HEM1_MOUSE"	796223.014834572	1280338.91104036	675184.799863732	714102.021764932	570803.904824067	794975.127126932	885151.770870249	739893.870488629	1119901.73876938	963340.107503683	976202.083536149	560160.521725009	803142.254936005	870153.120906255	1068056.79358135	1010448.21522656	685060.878547086	1161102.62791079	693008.264111257	688273.887525239	810578.971949051	836440.716428208	1024878.44803167	716916.436879446
"sp|P50429|ARSB_MOUSE"	867599.202932524	948003.280724131	766395.498842242	856473.062630056	826534.615524281	846565.826088867	923624.211710264	557072.048905583	1004013.29159375	1102343.17174101	1161530.46690591	942158.111594961	675646.879276284	766004.536102221	825361.53442909	969307.588227713	1035170.53616636	937639.849312005	764733.035497554	667903.525501959	875427.357615629	976100.01025701	1087256.00489256	996872.616320467
"sp|Q60992|VAV2_MOUSE"	814669.718460891	754843.21042602	819549.989772608	908535.787670892	1061151.17912773	1015205.01968591	887620.443551482	933645.343888621	908301.850846023	830382.760204324	759811.631886226	858017.842505509	886701.700586702	923026.413714855	872486.685322868	1048472.78677309	962157.219223956	1002869.92269572	859313.306407063	930561.1912324	852783.735953876	936149.841247653	886482.253561854	898034.648685507
"sp|Q8VE70|PDC10_MOUSE"	764446.039140334	780583.93384134	730998.402786599	798046.293275231	790499.804479131	807435.765231181	770563.844310301	723157.609314071	757238.545207861	751837.79660313	802915.656883764	794875.145024833	782722.459523938	771536.546550847	775871.864291363	848901.668754295	824406.240517502	897609.577139929	715705.475663976	781215.427430962	729607.345401744	754810.882288461	775533.337942948	715122.59158926
"sp|Q8K1H1|TDRD7_MOUSE"	782315.176358041	884888.521833813	894296.010789627	822849.04315354	749535.159998205	671222.443470706	832621.290270197	772299.18064152	808738.958728866	892133.44480686	814664.15261524	911795.769373212	808347.741227149	804124.784507859	849687.532719005	684191.547489584	785551.257991055	748336.778646769	964192.990531758	769796.566776174	693809.87331405	636868.579361785	818754.297594673	809988.831334657
"sp|Q64435|UD16_MOUSE"	817767.127412014	742331.630489376	770119.595234764	923896.617674817	988297.77430429	1012764.09300989	1086303.79813836	1036026.70855226	1055282.84055265	827523.802872291	871949.382638586	905044.720870774	968114.564978651	1120923.36301791	948437.846141551	728899.158147028	709920.282212686	582749.851957074	1071119.72313972	1033809.43556228	1242470.72833998	707403.62638755	724376.798430654	701483.752216922
"sp|Q8VDW0|DX39A_MOUSE"	848704.811544846	959037.688837922	969735.754798573	876864.649046335	774646.065848442	761048.754131649	1388949.0533964	1080084.44978508	892942.403714115	840582.812210109	891082.856077544	1004018.64028663	726148.759632818	888979.440918853	877420.697615195	687274.238298841	790357.016176943	772082.412725015	898063.912805051	1065326.31559265	902170.181334299	781836.493029376	726802.829927261	842134.659259799
"sp|Q6GV12|KDSR_MOUSE"	1197305.00434317	1257668.38788431	914084.817956571	1085680.16121561	897867.375208326	981128.178607856	622836.448581043	603599.109321328	859885.194487926	922518.480581966	915209.737320201	821711.980341014	684472.78288724	768646.523451721	729407.649338397	609265.680713057	578893.826261328	700837.375289532	583894.376775874	575583.70805492	669130.652102225	540952.035014413	623229.487718499	528800.323295738
"sp|Q8K0D2|HABP2_MOUSE"	758558.207131592	713906.584084139	799748.743434774	838494.293812136	840570.191488304	791618.852947406	753803.8365348	707748.209777719	787601.4073759	753241.200088268	731025.943216319	763442.804598281	822889.305150387	818300.43421497	834286.261199484	1150866.8542403	1238340.37737788	1158279.71325184	822473.920301446	750832.404240599	768632.696775981	1035927.4707929	1152279.41816221	1092925.06007832
"sp|Q9QXN3|TRIP4_MOUSE"	937112.81315739	939970.866960011	889890.630576068	932813.046599866	942289.194683581	926108.061259494	921977.838553107	723988.487528411	988597.287279963	1051768.49591428	1013571.27749147	929890.627903318	739248.573911416	735937.317239768	738670.164572212	762263.801212128	896394.315940603	764666.160344703	760225.036878446	677718.711123701	887396.467562692	851873.14335436	923852.488628485	861479.91201752
"sp|Q99K41|EMIL1_MOUSE"	749654.632290832	904892.474222996	942152.371780272	1151763.02707776	718720.235318645	1029209.00055577	901415.028124194	928141.835512261	789036.661762003	733654.082966231	1043722.79392753	907919.998098038	873377.281393138	868391.457159936	833897.229284955	961043.267245467	997447.939287317	946784.831850896	806679.347678198	779842.863887793	835846.255253118	763992.501190485	803486.91036982	751081.719480069
"sp|Q80Y81|RNZ2_MOUSE"	930391.593162117	940537.069442395	897428.768135238	887086.875400819	802452.757752245	879470.270022015	997793.499851101	871141.894338729	909282.793443244	867293.10999427	946987.630995876	979612.621404953	820541.649015384	861439.340390705	794214.928218327	872423.742115191	911301.111377093	894582.265562227	816347.748038041	886371.155325183	839374.627806576	982233.665271792	970040.587252895	949638.032706827
"sp|Q80YQ2|MED23_MOUSE"	637952.108150387	702469.480805484	631285.052075317	798826.599755331	857427.385291622	1032220.45204562	870285.624458181	582337.529300812	886136.071383115	734438.200905505	642589.052462287	578282.81610652	657844.26589718	851129.592141906	687827.249011367	521056.641797461	520323.341191545	570904.999670517	713419.925711655	883550.076106022	757833.248792609	611746.208611698	697134.424248996	547908.936875995
