Accession	CC017_M_1	CC017_F_1	CC004_M_1	CC004_F_1	CC001_M_1	CC001_F_1	CC003_M_1	CC003_F_1	Pool_1	CC017_M_2	CC017_F_2	CC004_M_2	CC004_F_2	CC001_M_2	CC001_F_2	CC003_M_2	CC003_F_2	Pool_2	CC017_M_3	CC017_F_3	CC004_M_3	CC004_F_3	CC001_M_3	CC001_F_3	CC003_M_3	CC003_F_3	Pool_3
tr|D3YWT1|D3YWT1_MOUSE	557853	483402	584434	501389	496254	467782	488456	510272	514040	508976	473366	604014	544339	523507	457350	528599	446587	514040	543308	456902	584344	526220	518709	504192	495589	490038	514040
sp|Q8C1D8|IWS1_MOUSE	445095	529229	479079	478843	462000	473175	546479	621745	504540	549719	406958	469373	441192	482488	599442	587660	494188	504540	477757	429024	526998	490725	468871	524713	537666	616160	504540
sp|P97300|NPTN_MOUSE	505569	534347	520912	421888	487637	690598	974594	498843	561981	543546	379744	586078	515356	569924	784716	661016	442652	561981	520700	511016	592986	535609	587350	573183	584889	628641	561981
sp|Q8K2L8|TPC12_MOUSE	570183	535268	531293	512190	561520	580388	575178	661993	564384	551420	530196	570627	552593	553808	600046	609241	548923	564384	524364	518873	549197	515989	591750	594495	624483	613892	564384
sp|P56528|CD38_MOUSE	612685	614834	774081	610391	629484	474826	349389	346896	561167	594955	539957	772503	670957	478948	520260	375344	543453	561167	571514	524753	795913	727906	592932	642897	307881	217899	561167
sp|Q8BGI5|PEX26_MOUSE	553701	511600	535396	519894	481152	622375	640477	610324	553398	525013	576289	497200	494070	543632	609972	571483	604758	553398	512736	546560	510797	540519	550047	552208	614355	617982	553398
sp|Q9D706|RPAP3_MOUSE	437953	615351	435314	548360	606823	635652	532249	560567	544269	382094	639561	389316	575120	589420	675800	526364	622928	544269	434735	587777	415170	556695	638308	678076	504267	504892	544269
sp|O88351|IKKB_MOUSE	585056	527187	567599	515156	528112	556720	558070	620697	555378	528609	567503	560088	564540	552907	544433	584745	536462	555378	539607	541815	515594	533535	554428	564111	623849	603697	555378
sp|Q8K0L9|ZBT20_MOUSE	565220	472496	472937	453749	573068	685027	715852	609302	561952	529022	454609	569258	554655	490057	677629	741917	478499	561952	641492	476564	530909	487924	498144	696643	625195	553982	561952
sp|Q9Z2V5|HDAC6_MOUSE	650664	478249	636581	461084	487827	463221	545960	704913	553828	614743	495287	571119	416870	553306	566808	644763	557480	553828	583463	437700	592369	465030	576137	548142	620966	647858	553828
sp|Q8BTT6|UTP25_MOUSE	365583	253019	292539	276750	273800	347045	434816	471385	336831	341916	330354	321275	372528	279507	333266	416622	313213	336831	286806	331313	265537	311271	275599	342757	436345	478140	336831
sp|Q91WC0|SETD3_MOUSE	504108	572127	536885	571773	507860	514209	464531	524231	524636	582481	530953	554741	511082	494756	489347	474453	575009	524636	571595	561900	547931	565028	521220	467710	456259	506237	524636
tr|A0A571BF69|A0A571BF69_MOUSE	443789	674160	511324	598804	489655	566168	752066	491897	560352	594847	515502	527968	581057	469699	594956	683213	543914	560352	514035	627969	552844	636948	489365	515220	566792	566817	560352
sp|P53798|FDFT_MOUSE	172822	483473	250126	836975	218795	530093	933511	1079362	548515	191680	656470	258381	768581	318150	619243	904671	732426	548515	161725	517559	226472	503791	365150	656115	1052518	1073692	548515
sp|Q6WKZ8|UBR2_MOUSE	500791	607038	499534	542128	497858	560515	655211	638571	557641	473060	576722	477929	530408	582102	607818	614202	584327	557641	484736	549654	487386	538229	592236	594059	553719	712621	557641
sp|Q8R3K3|PTCD2_MOUSE	627435	467933	571623	444822	495940	544232	517518	597051	530758	635959	555019	530212	510669	434626	526646	563627	522597	530758	584189	495881	486515	451199	442248	579178	647473	595223	530758
sp|Q8BH58|TIPRL_MOUSE	528784	577852	494853	558221	532553	500652	569412	619953	548573	499183	513111	508497	509519	544439	498440	755044	512592	548573	515110	520520	493031	598412	454623	528585	659528	641249	548573
sp|Q8CJF7|ELYS_MOUSE	507999	550184	530508	527329	469395	461099	474260	590924	513984	546718	430711	559768	527288	399507	540755	598875	517722	513984	482451	499552	498200	559747	374768	489611	633266	614447	513984
sp|Q9CWZ3|RBM8A_MOUSE	549901	526881	592110	504036	515444	573297	567355	637401	556610	577008	459205	610377	520881	496137	640092	567409	572306	556610	570967	488876	592596	503302	500146	593453	604069	643120	556610
sp|Q9CXI0|COQ5_MOUSE	729087	499916	632963	495975	438859	492368	567493	614928	556604	669709	471677	618993	561042	456228	530023	599671	547608	556604	616667	500884	677063	510431	451757	492484	634041	586596	556604
sp|Q924C1|XPO5_MOUSE	632475	479294	574953	515424	527064	549988	498136	679277	557108	597294	529516	623522	587619	467038	597135	554899	516830	557108	528622	506904	660102	583641	666586	528546	462610	483563	557108
sp|P46938|YAP1_MOUSE	526069	591428	516731	497152	586977	558302	544249	553106	546233	495866	549750	554546	482511	546729	636303	561091	532634	546233	560399	592700	532005	531913	560824	562410	522534	470102	546233
tr|O08797|O08797_MOUSE	497014	469926	604762	541346	504976	458657	524226	547636	522964	502945	405284	559689	602190	532186	542653	572284	439295	522964	486506	490968	595987	550884	599429	522558	451772	468474	522964
sp|Q8VBX6|MPDZ_MOUSE	548658	611662	555192	601548	456951	507533	488951	532663	536494	575677	553758	597517	617013	431096	458805	462062	608884	536494	593383	556236	610537	651731	420206	460312	513551	461731	536494
sp|Q61387|CO72L_MOUSE	571898	716471	577770	685327	618841	695103	172437	173102	527934	576560	621458	564458	608811	500985	627756	186183	595891	527934	597219	697021	541910	661823	566717	659363	172534	155132	527934
sp|Q2TBE6|P4K2A_MOUSE	503251	437174	488673	521798	478133	502436	751865	730900	549221	515630	564524	479936	531809	467298	503703	746103	592807	549221	476808	489721	462583	509103	576613	522155	722729	646981	549221
sp|Q8BI72|CARF_MOUSE	626859	540091	672854	545100	426383	416096	492475	615756	543707	535789	529875	646937	584201	514165	522167	486594	505916	543707	561075	493521	581353	541867	546257	518279	563259	553766	543707
sp|O08784|TCOF_MOUSE	485913	551508	587340	549016	661776	509416	431475	508057	546780	477586	473737	575868	523493	631942	625342	538472	480691	546780	438009	525992	565846	543165	751870	581980	463058	438979	546780
sp|Q497V5|SRBD1_MOUSE	594944	445890	538210	509311	405079	488185	610929	736034	538147	530256	535334	537537	529603	464815	470632	606642	616289	538147	515539	490880	552913	535479	539110	464574	592287	653145	538147
sp|Q3TPX4|EXOC5_MOUSE	502601	513806	527231	511443	573417	516375	606371	609361	546492	485970	504265	551634	520279	544920	546747	652460	533735	546492	482478	587439	505913	538811	533156	576794	585928	540055	546492
sp|P56960|EXOSX_MOUSE	556282	567448	517782	523501	447095	467365	602972	718120	548671	523238	564668	528157	514780	448056	543561	681030	580996	548671	540161	508732	509545	532495	412015	541842	703383	714425	548671
sp|Q8CCN5|BCAS3_MOUSE	499512	576457	461755	560361	496863	578455	567119	671461	545338	469091	553773	492976	633384	508017	570583	612633	542060	545338	502161	626890	386342	566063	509035	547983	600779	628775	545338
sp|Q62348|TSN_MOUSE	583799	478621	612534	493739	463158	509808	574179	570616	536419	482955	475454	581098	513122	503932	510152	605237	562663	536419	517548	452476	543336	497074	467329	586268	643851	591343	536419
sp|Q8VCI5|PEX19_MOUSE	474525	475015	560410	463840	513980	709131	743582	464762	541868	498533	518231	440263	603599	693342	681977	455443	445355	541868	551439	433176	526289	568507	513501	479639	600886	761765	541868
sp|Q8CCS6|PABP2_MOUSE	452811	442669	471898	412536	482286	519839	544216	838362	518068	534032	448848	547392	475330	484052	577106	602572	476416	518068	515471	478364	546075	467284	486176	567766	580270	497120	518068
sp|Q9CRA4|MSMO1_MOUSE	239820	528199	372257	697444	245800	408193	866794	1011995	537845	218225	681356	440007	656898	450028	405568	804574	626000	537845	191939	567927	324620	468074	476741	431887	1014678	930404	537845
sp|Q8CI11|GNL3_MOUSE	499202	357571	408641	437396	332043	448148	509602	601875	446591	414357	456337	410767	414533	391054	530266	544122	429638	446591	359317	454954	418258	397014	464893	467499	476127	554387	446591
sp|P61924|COPZ1_MOUSE	535567	474741	485357	453852	426097	553886	661100	629195	519684	513284	441674	550663	506763	413498	593396	664833	474177	519684	517903	460411	468508	459764	401651	620601	651942	605391	519684
sp|P01887|B2MG_MOUSE	470404	493356	578606	540709	513674	566337	603139	492374	534487	505742	414140	655133	533216	560418	552872	537093	456473	534487	485869	453875	582595	591371	506185	517037	523922	546210	534487
sp|Q9D338|RM19_MOUSE	600205	458358	481322	466868	549754	568752	543992	651827	539953	587974	593969	476178	481069	525838	559353	529298	595160	539953	578992	496644	444825	431940	555021	534902	661941	673447	539953
sp|Q6PDL0|DC1L2_MOUSE	541442	433746	548551	456574	478370	506310	551292	574363	510927	606880	391050	533859	499799	390550	594655	621568	481911	510927	528402	458888	529750	456396	462949	555192	563118	558919	510927
sp|P28656|NP1L1_MOUSE	469550	485520	407277	381679	510298	558572	614624	859353	530597	496810	524782	482658	518069	433457	653565	612285	554360	530597	487021	496536	422470	415759	455233	625338	700019	703316	530597
sp|Q8VD04|GRAP1_MOUSE	533022	482951	541486	474574	474013	536796	589544	550533	519711	554791	411686	553524	503738	485278	636174	600508	422261	519711	535928	451698	547752	491592	456405	565084	574770	554862	519711
sp|Q9Z1Q2|ABHGA_MOUSE	567956	408854	554235	474473	484365	497656	561166	601459	519233	525158	450254	503531	597159	498759	485308	622746	471853	519233	527659	456548	522781	472603	501142	531938	606343	542765	519233
sp|Q9DBX3|SUSD2_MOUSE	442947	381603	513379	434931	684276	526691	534803	687417	533149	464747	413754	563020	564331	555185	670528	572939	448484	533149	460388	533656	550659	422087	656539	451122	570987	671448	533149
sp|Q8R313|EXOC6_MOUSE	398571	457590	541812	394758	509940	443313	598800	620704	496185	477657	449220	518300	482718	482908	504924	585765	455439	496185	486793	474367	485117	451360	527939	537271	502764	526685	496185
sp|Q8N7N5|DCAF8_MOUSE	629068	385113	513615	408737	496987	576783	644384	637905	531590	543611	507708	541091	477386	499445	577344	645199	458276	531590	584607	439548	524566	426198	500478	616255	624093	561803	531590
sp|P35282|RAB21_MOUSE	520724	485361	501651	440685	487353	558738	606315	615993	522771	480889	479084	472297	512703	500048	643555	594454	499103	522771	526190	476292	473303	454483	540205	651714	523640	532255	522771
sp|Q62077|PLCG1_MOUSE	569015	437830	473478	497549	509854	558895	625154	610650	531801	608115	451718	597496	490719	429680	522100	691968	457747	531801	599213	475176	518785	516882	516141	451509	541299	708159	531801
sp|Q80UW8|RPAB1_MOUSE	575290	440432	495225	476911	402666	559826	627213	627805	519487	503021	503444	521574	508945	448581	557822	607005	511711	519487	487999	453938	502164	500338	437995	557501	631286	599858	519487
tr|Q3UIX4|Q3UIX4_MOUSE	559445	467653	574542	475412	479469	522445	517563	621621	526300	516544	531119	608156	509918	532075	471795	469474	550307	526300	531684	460779	561373	483256	493747	521117	601448	595833	526300
sp|P35576|G6PC1_MOUSE	454077	379769	402653	300295	463408	521602	539203	632021	455384	585719	363463	364429	444109	501956	541749	428207	420063	455384	545543	491949	425451	273261	622310	471443	393441	333578	455384
sp|Q8CG72|ADPRS_MOUSE	523853	465714	575426	459033	527961	497002	472565	575541	514689	559117	448768	595776	500506	549749	544734	471958	427309	514689	527014	450932	599517	472894	535288	522231	492755	521871	514689
sp|Q8R1S4|MTSS1_MOUSE	482022	414837	520582	535288	615655	648939	533454	435140	523750	482412	465628	511554	595514	523794	683761	495807	458199	523750	465939	386144	508880	543049	587979	713289	494598	482591	523750
sp|Q9WV02|RBMX_MOUSE	477406	597236	558077	499476	464559	431749	633096	618099	533755	557284	494124	588091	504125	533312	510815	545304	518919	533755	490840	486995	579427	534939	564160	452126	495822	767780	533755
sp|Q9DCZ4|MIC26_MOUSE	542297	543990	564994	534440	514079	576615	578666	468073	533512	564682	453357	522987	588427	489310	591060	554821	532806	533512	554593	541815	556691	558148	455137	547310	565768	518930	533512
sp|O88822|SC5D_MOUSE	297988	393225	286402	477380	171123	185960	579712	741062	388765	278933	526503	271682	569980	189415	178770	632471	497904	388765	237998	344030	279559	302387	308248	297492	798645	604060	388765
sp|Q9JII5|DAZP1_MOUSE	601489	504153	541297	442846	481580	504627	526964	665366	532035	476558	472310	610456	514546	464586	593526	613732	500641	532035	598285	470812	516776	472803	468731	609169	608563	493568	532035
sp|P29416|HEXA_MOUSE	432810	501125	549496	573270	413105	404784	602153	703072	523630	515133	350603	524289	686693	347509	548809	679688	553815	523630	457025	457396	494304	620184	423061	462548	679206	637565	523630
sp|P97287|MCL1_MOUSE	560804	451264	532977	451048	561298	551712	520964	587512	526587	515138	537559	540514	498679	637349	549041	464552	456795	526587	520803	463508	504971	457259	621698	534080	549615	627040	526587
sp|Q9CR00|PSMD9_MOUSE	532719	298236	451583	295521	618955	594890	488777	632730	489276	440522	402405	489578	411048	508543	735388	525710	401248	489276	481130	309551	515064	337646	562817	627171	590530	512900	489276
sp|Q63829|COMD3_MOUSE	512151	476404	497739	466919	537615	517492	490211	650638	518289	510297	504655	550810	492294	532917	547096	543871	464082	518289	530215	485164	494666	483060	553286	522125	555311	544217	518289
sp|Q9DCF9|SSRG_MOUSE	742886	287369	588890	473623	387754	699942	468490	665746	529037	620146	451527	346470	662589	367382	575359	495168	817829	529037	524989	321784	487901	416785	607138	737544	675100	424162	529037
sp|Q9CPY1|RM51_MOUSE	599454	479689	464661	446535	578536	535355	523011	618992	529022	588180	599790	442358	474243	538709	546046	502756	571007	529022	560318	483561	443410	434782	548264	508167	641307	688076	529022
sp|O35551|RABE1_MOUSE	535003	374869	474615	457410	482346	607949	497806	594961	499212	473526	498525	489502	474715	503291	510493	507618	516061	499212	510797	380787	510454	480198	497074	568310	552057	499941	499212
sp|Q571E4|GALNS_MOUSE	474993	564941	427225	384596	548925	651980	669353	561613	526884	567695	402092	465838	358000	652860	724756	555679	455729	526884	641974	429902	529986	426518	519514	615998	498013	581441	526884
sp|P70255|NFIC_MOUSE	526648	570948	527918	489273	465158	456437	483106	508069	502345	541530	421971	551837	487221	425997	529029	562302	481254	502345	541928	518266	503860	489732	464176	491180	495666	519218	502345
sp|Q6TEK5|VKORL_MOUSE	502421	425482	375017	418996	454954	533011	611367	834911	514252	491242	472366	465686	521914	477431	643787	617707	451828	514252	556349	472572	430816	423309	543363	608688	572903	490444	514252
sp|P97864|CASP7_MOUSE	457910	540666	516078	660723	434380	478428	558473	550965	524990	462861	608331	477708	632815	502139	453712	513741	565639	524990	434901	553604	514588	660986	536940	477953	478959	503622	524990
sp|P98192|GNPAT_MOUSE	467580	448423	478193	545676	471627	468287	472212	589210	493814	430474	536474	449303	593486	461389	438132	481824	562475	493814	426197	475987	449778	546223	497400	430501	571745	563626	493814
sp|O35943|FRDA_MOUSE	603761	530551	658736	473053	539684	480542	465030	456826	529231	654730	430723	726863	495978	485300	504787	460811	439164	529231	603590	479938	708629	467501	491509	489929	501339	466352	529231
sp|A2AT37|RENT2_MOUSE	551189	498033	531594	466048	469751	543872	573873	588725	524375	550106	475978	563769	484729	482276	520137	622431	477721	524375	556161	493536	528953	478695	477024	513502	611804	533744	524375
sp|P52633|STAT6_MOUSE	599544	427451	559352	451378	500576	583539	523663	521465	518691	491701	489556	516407	509632	572370	554738	523312	472982	518691	518291	492420	538924	483893	571701	521782	485136	552601	518691
tr|Q8K5C8|Q8K5C8_MOUSE	209253	79473	99104	88347	1251918	1211135	334898	818124	511822	172797	482244	124894	184662	1231009	1025744	318787	458084	511822	131870	99985	96565	132942	1341003	1052571	473722	887994	511822
sp|Q02780|NFIA_MOUSE	439892	496281	542035	583091	463173	453720	522637	537204	510894	466754	547327	539364	556555	479868	506414	505426	514664	510894	458764	454492	521493	550887	519353	498356	551082	543878	510894
sp|Q9QZ08|NAGK_MOUSE	530772	375997	645446	434826	547711	452960	470403	519032	504416	560688	357681	640596	459652	564439	541587	488099	366848	504416	505075	340410	621060	484217	591756	474150	498449	567739	504416
sp|Q8BMG8|S2532_MOUSE	519830	467384	513167	449199	477513	479304	398336	391609	463530	466560	468205	461551	433724	517325	497114	392183	457127	463530	509947	462400	466119	445807	420025	553620	430831	386813	463530
sp|Q8R151|ZNFX1_MOUSE	500694	421963	467352	438679	535699	600925	586923	633053	520262	525244	522950	504281	502328	466293	590869	586713	487411	520262	507122	475874	508515	471743	480207	589571	593238	562969	520262
sp|E0CYR6|NT8F7_MOUSE	919936	267675	861618	497608	228534	201627	416081	490614	494764	1573991	77223	1657749	192458	69774	75625	134884	94382	494764	786836	212665	1006199	807723	290166	171748	285536	469253	494764
